measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,163,India,1,Male,22,All ages,429,Breast cancer,1,Number,2014,1476.298338,1741.643204,893.1482586
1,Deaths,163,India,2,Female,22,All ages,429,Breast cancer,1,Number,2014,58268.53692,64495.80664,52761.8878
1,Deaths,163,India,1,Male,12,35-39 years,477,Brain and central nervous system cancer,1,Number,2014,641.4412942,979.1670755,433.8802824
1,Deaths,163,India,2,Female,12,35-39 years,477,Brain and central nervous system cancer,1,Number,2014,318.1992568,413.4072004,272.6068872
1,Deaths,163,India,1,Male,13,40-44 years,477,Brain and central nervous system cancer,1,Number,2014,751.0032283,1135.383854,516.8678483
1,Deaths,163,India,2,Female,13,40-44 years,477,Brain and central nervous system cancer,1,Number,2014,358.3207052,469.6695998,305.9476192
1,Deaths,163,India,1,Male,14,45-49 years,477,Brain and central nervous system cancer,1,Number,2014,795.6936392,1245.8416,534.7359617
1,Deaths,163,India,2,Female,14,45-49 years,477,Brain and central nervous system cancer,1,Number,2014,391.3480005,502.512624,332.7921006
1,Deaths,163,India,1,Male,22,All ages,477,Brain and central nervous system cancer,1,Number,2014,10164.64799,15073.03475,7116.626522
1,Deaths,163,India,2,Female,22,All ages,477,Brain and central nervous system cancer,1,Number,2014,6930.767021,9019.387026,6033.773844
1,Deaths,163,India,1,Male,12,35-39 years,1008,Eye cancer,1,Number,2017,5.32375166,8.602637661,2.202915553
1,Deaths,163,India,2,Female,12,35-39 years,1008,Eye cancer,1,Number,2017,3.016395219,4.109919694,1.930168671
1,Deaths,163,India,1,Male,13,40-44 years,1008,Eye cancer,1,Number,2017,12.68774126,19.31240448,5.62008058
1,Deaths,163,India,2,Female,13,40-44 years,1008,Eye cancer,1,Number,2017,6.351664606,8.774388723,3.932064136
1,Deaths,163,India,1,Male,14,45-49 years,1008,Eye cancer,1,Number,2017,14.2285108,21.58694139,6.093307969
1,Deaths,163,India,2,Female,14,45-49 years,1008,Eye cancer,1,Number,2017,7.205338444,9.83059038,4.147260385
1,Deaths,163,India,1,Male,22,All ages,1008,Eye cancer,1,Number,2017,455.9287556,641.4878105,267.9770643
1,Deaths,163,India,2,Female,22,All ages,1008,Eye cancer,1,Number,2017,341.3652672,478.1815338,204.3456333
1,Deaths,163,India,1,Male,12,35-39 years,1008,Eye cancer,1,Number,2019,5.151514645,8.404776807,2.137617266
1,Deaths,163,India,2,Female,12,35-39 years,1008,Eye cancer,1,Number,2019,3.095637914,4.327641354,1.837530752
1,Deaths,163,India,1,Male,13,40-44 years,1008,Eye cancer,1,Number,2019,12.95250108,20.48640934,5.796062605
1,Deaths,163,India,2,Female,13,40-44 years,1008,Eye cancer,1,Number,2019,6.384614249,8.916471489,3.982371472
1,Deaths,163,India,1,Male,14,45-49 years,1008,Eye cancer,1,Number,2019,14.53250235,22.45033813,6.167787384
1,Deaths,163,India,2,Female,14,45-49 years,1008,Eye cancer,1,Number,2019,7.456952459,10.44606644,4.269958372
1,Deaths,163,India,1,Male,22,All ages,1008,Eye cancer,1,Number,2019,468.9505452,669.7505358,262.263024
1,Deaths,163,India,2,Female,22,All ages,1008,Eye cancer,1,Number,2019,348.3824709,517.2569468,207.436576
1,Deaths,102,United States of America,1,Male,12,35-39 years,1008,Eye cancer,1,Number,2019,2.765162532,2.944836212,2.583515115
1,Deaths,102,United States of America,2,Female,12,35-39 years,1008,Eye cancer,1,Number,2019,2.91678926,3.080821342,2.75484352
1,Deaths,102,United States of America,1,Male,13,40-44 years,1008,Eye cancer,1,Number,2019,4.592469873,4.857078294,4.322003883
1,Deaths,102,United States of America,2,Female,13,40-44 years,1008,Eye cancer,1,Number,2019,3.54110524,3.790691498,3.311142019
